SF	Freq	Lemma	Segmentation	Analysis
testvéred	9	testvér	testvér-ed	N.NOM-PSS2S.SG
verd	6	ver	ver-d	V-SBJV.PRS.DEF.2.SG
súly	1	súly	súly	N.NOM.SG
meggyógyítottam	1	meggyógyít	meggyógyít-ottam	V-IND.PST.INDF.1.SG
útba	7	út	út-ba	N.SG-IN+ALL
fektetni	1	fektet	fektet-ni	V-NFIN
rajzoltok	2	rajzol	rajzol-tok	V-IND.PRS.INDF.2.PL
figyeljétek	1	figyel	figyel-jétek	V-SBJV.PRS.DEF.2.PL
főzőcskézünk	2	főzőcskézik	főzőcskéz-ünk	V-IND.PRS.INDF.1.PL
lónak	2	ló	ló-nak	N.SG-DAT.SG
játszom	14	játszik	játsz-om	V-IND.PRS.DEF.1.SG
akarnak	5	akar	akar-nak	V-IND.PRS.INDF.3.PL
vittél	1	visz	visz-ttél	V-IND.PST.INDF.2.SG
sérült	1	sérült	sérült	N.NOM.SG
finomabb	2	finom	finom-abb	ADJ.NOM.SG-CMPR
várok	1	vár	vár-ok	V-IND.PRS.INDF.1.SG
jelzést	1	jelzés	jelzés-t	N.SG-ACC
többet	53	több	több-et	N.SG-ACC
fiók	10	fiók	fiók	N.NOM.SG
idős	6	idős	idős	ADJ.NOM.SG
legjobb	11	legjobb	legjobb	ADJ.NOM.SG
cukorral	1	cukor	cukor-val	N.SG-INST
megvizsgálni	1	megvizsgál	megvizsgál-ni	V-NFIN
dobozból	1	doboz	doboz-ból	N.SG-IN+ABL
kend	10	ken	ken-d	V-SBJV.PRS.DEF.2.SG
állomáson	1	állomás	állomás-on	N.SG-ON+ESS
megbízza	1	megbíz	megbíz-ja	V-IND.PRS.DEF.3.SG
hely	18	hely	hely	N.NOM.SG
csavard	2	csavar	csavar-d	V-SBJV.PRS.DEF.2.SG
piszkálja	1	piszkál	piszkál-ja	V-IND.PRS.DEF.3.SG
színes	2	színes	színes	ADJ.NOM.SG
kaszást	1	kaszás	kaszás-t	N.SG-ACC
kenyere	1	kenyér	kenyér-e	N.NOM-PSS3S.SG
szekérre	2	szekér	szekér-re	N.SG-ON+ALL
tudod	593	tud	tud-od	V-IND.PRS.DEF.2.SG
új	35	új	új	ADJ.NOM.SG
együnk	8	egy	egy-ünk	N.NOM-PSS1P.SG
magot	5	mag	mag-ot	N.SG-ACC
rátenni	2	rátesz	ráten-ni	V-NFIN
kapuba	1	kapu	kapu-ba	N.SG-IN+ALL
kártyát	2	kártya	kártya-t	N.SG-ACC
fagyival	1	fagyi	fagyi-val	N.SG-INST
kijöttél	3	kijön	kijön-ttél	V-IND.PST.INDF.2.SG
kacsák	8	kacs	kacs-a-k	N-NOM.PSS3S-PL
elnyomjuk	1	elnyom	elnyom-juk	V-IND.PRS.DEF.1.PL
játékod	2	játék	játék-od	N.NOM-PSS2S.SG
kénytelen	1	kénytelen	kénytelen	ADJ.NOM.SG
kérdezzem	1	kérdez	kérdez-jem	V-SBJV.PRS.DEF.1.SG
angyalom	3	angyal	angyal-om	N.NOM-PSS1S.SG
felakasszuk	1	felakaszt	felakaszt-juk	V-SBJV.PRS.DEF.1.PL
fésüld	10	fésül	fésül-d	V-SBJV.PRS.DEF.2.SG
labdának	1	labda	labda-nak	N.SG-DAT.SG
mackó	31	mackó	mackó	N.NOM.SG
nézték	1	néz	néz-ték	V-IND.PST.DEF.3.PL
pénzbe	1	pénz	pénz-be	N.SG-IN+ALL
felhő	1	felhő	felhő	N.NOM.SG
vevő	1	vevő	vevő	N.NOM.SG
megverlek	1	megver	megver-lek	V-IND.PRS.LGSPEC1.1.SG
sepertem	1	seper	seper-tem	V-IND.PST.INDF.1.SG
szeretnem	1	szeret	szeret-nem	V-NFIN.1.SG
figura	1	figura	figura	N.NOM.SG
raktál	2	rak	rak-tál	V-IND.PST.INDF.2.SG
hasadat	3	has	has-ad-at	N.SG-PSS2S-ACC
követ	4	követ	követ	N.NOM.SG
bajusza	33	bajusz	bajusz-a	N.NOM-PSS3S.SG
érted	18	ér	ér-ted	V-IND.PST.DEF.2.SG
csinálunk	76	csinál	csinál-unk	V-IND.PRS.INDF.1.PL
gőgös	1	gőgös	gőgös	ADJ.NOM.SG
jég	12	jég	jég	N.NOM.SG
találjam	2	talál	talál-jam	V-SBJV.PRS.DEF.1.SG
odaadja	10	odaad	odaad-ja	V-IND.PRS.DEF.3.SG
jövő	1	jövő	jövő	N.NOM.SG
megkeressük	14	megkeres	megkeres-jük	V-IND.PRS.DEF.1.PL
sárkányt	1	sárkány	sárkány-t	N.SG-ACC
tudtuk	1	tud	tud-tuk	V-IND.PST.DEF.1.PL
repülőgép	2	repülőgép	repülőgép	N.NOM.SG
táncolt	1	táncol	táncol-t	V-IND.PST.INDF.3.SG
játékosok	1	játékos	játékos-ok	N.NOM-PL
injekció	3	injekció	injekció	N.NOM.SG
válogatok	1	válogat	válogat-ok	V-IND.PRS.INDF.1.SG
boltból	8	bolt	bolt-ból	N.SG-IN+ABL
egész	37	egész	egész	N.NOM.SG
nedves	3	nedves	nedves	ADJ.NOM.SG
adj	19	ad	ad-j	V-SBJV.PRS.INDF.2.SG
mustárt	3	mustár	mustár-t	N.SG-ACC
síró	1	sír	sír-ó	V-V.PTCP.PRS
kaptad	18	kap	kap-tad	V-IND.PST.DEF.2.SG
sapkát	8	sapka	sapka-t	N.SG-ACC
tudtátok	1	tud	tud-tátok	V-IND.PST.DEF.2.PL
lásd	1	lát	lát-d	V-SBJV.PRS.DEF.2.SG
béla	10	béla	béla	N.NOM.SG
banánok	1	banán	banán-ok	N.NOM-PL
fürdessétek	1	fürdet	fürdet-jétek	V-SBJV.PRS.DEF.2.PL
leszel	29	lesz	lesz-el	V-IND.PRS.INDF.2.SG.Ol
mutatja	3	mutat	mutat-ja	V-IND.PRS.DEF.3.SG
tornya	2	torony	torony-a	N.NOM-PSS3S.SG
kérdezte	2	kérdez	kérdez-te	V-IND.PST.DEF.3.SG
dobozban	7	doboz	doboz-ban	N.SG-IN+ESS
kevered	4	kever	kever-ed	V-IND.PRS.DEF.2.SG
malacnak	3	malac	malac-nak	N.SG-DAT.SG
ütötte	9	üt	üt-ötte	V-IND.PST.DEF.3.SG
üljünk	23	ül	ül-jünk	V-SBJV.PRS.INDF.1.PL
papír	27	papír	papír	N.NOM.SG
videó	2	videó	videó	N.NOM.SG
lépcsőt	3	lépcső	lépcső-t	N.SG-ACC
fiatal	3	fiatal	fiatal	N.NOM.SG
szánja	1	szán	szán-ja	N.NOM-PSS3S.SG
locsolókanna	1	locsolókanna	locsolókanna	N.NOM.SG
ingem	1	ing	ing-em	N.NOM-PSS1S.SG
jöttek	8	jön	jön-ttek	V-IND.PST.INDF.3.PL
elmentetek	1	elment	elment-etek	V-IND.PRS.INDF.2.PL
eleged	1	elég	elég-ed	N.NOM-PSS2S.SG
nyuszit	18	nyuszi	nyuszi-t	N.SG-ACC
tánctól	1	tánc	tánc-tól	N.SG-AT+ABL
sírjak	3	sír	sír-jak	V-SBJV.PRS.INDF.1.SG
szórd	6	szór	szór-d	V-SBJV.PRS.DEF.2.SG
spárgát	2	spárga	spárga-t	N.SG-ACC
szigetre	1	sziget	sziget-re	N.SG-ON+ALL
vetted	16	vesz	vesz-tted	V-IND.PST.DEF.2.SG
jövünk	2	jön	jön-ünk	V-IND.PRS.INDF.1.PL
kereszt	2	kereszt	kereszt	N.NOM.SG
hintával	2	hinta	hinta-val	N.SG-INST
bábut	10	bábu	bábu-t	N.SG-ACC
hősök	1	hős	hős-ök	N.NOM-PL
értelme	2	értelem	értelem-e	N.NOM-PSS3S.SG
dühös	2	dühös	dühös	ADJ.NOM.SG
üres	18	üres	üres	ADJ.NOM.SG
seperni	4	seper	seper-ni	V-NFIN
szív	1	szív	szív	N.NOM.SG
talál	1	talál	talál	V.IND.PRS.INDF.3.SG
zsinór	1	zsinór	zsinór	N.NOM.SG
mentőautó	1	mentőautó	mentőautó	N.NOM.SG
akarunk	4	akar	akar-unk	V-IND.PRS.INDF.1.PL
talicska	16	talicska	talicska	N.NOM.SG
küldöm	4	küld	küld-öm	V-IND.PRS.DEF.1.SG
szokták	7	szokik	szok-ták	V-IND.PST.DEF.3.PL
visszaveszem	1	visszavesz	visszavesz-em	V-IND.PRS.DEF.1.SG
becsukod	4	becsuk	becsuk-od	V-IND.PRS.DEF.2.SG
darabot	3	darab	darab-ot	N.SG-ACC
kiabáltál	2	kiabál	kiabál-tál	V-IND.PST.INDF.2.SG
vásárol	3	vásárol	vásárol	V.IND.PRS.INDF.3.SG
jönne	1	jön	jön-ne	V-COND.PRS.INDF.3.SG
kapjon	1	kap	kap-jon	V-SBJV.PRS.INDF.3.SG
undok	1	undok	undok	ADJ.NOM.SG
augusztus	1	augusztus	augusztus	N.NOM.SG
ebbe	120	eb	eb-be	N.SG-IN+ALL
hálózsákba	2	hálózsák	hálózsák-ba	N.SG-IN+ALL
pályán	4	pálya	pálya-n	N.SG-ON+ESS
tisztelt	1	tisztel	tisztel-t	V-IND.PST.INDF.3.SG
tatát	4	tata	tata-t	N.SG-ACC
busznak	1	busz	busz-nak	N.SG-DAT.SG
levi	29	levi	levi	N.NOM.SG
bajsza	5	bajusz	bajusz-a	N.NOM-PSS3S.SG
párnával	2	párna	párna-val	N.SG-INST
csukjam	1	csuk	csuk-jam	V-SBJV.PRS.DEF.1.SG
vadon	1	vad	vad-on	N.SG-ON+ESS
szakálla	6	szakáll	szakáll-a	N.NOM-PSS3S.SG
megmondanád	1	megmond	megmond-anád	V-COND.PRS.DEF.2.SG
pénzed	12	pénz	pénz-ed	N.NOM-PSS2S.SG
orrát	15	orr	orr-a-t	N.SG-PSS3S-ACC
megnézni	30	megnéz	megnéz-ni	V-NFIN
kimegyünk	12	kimegy	kimegy-ünk	V-IND.PRS.INDF.1.PL
levié	2	levi	levi-é	N.SG-PSS4S
bilit	7	bili	bili-t	N.SG-ACC
ebédeltek	1	ebédel	ebédel-tek	V-IND.PRS.INDF.2.PL
táblát	2	tábla	tábla-t	N.SG-ACC
bolhával	3	bolha	bolha-val	N.SG-INST
gabival	1	gabi	gabi-val	N.SG-INST
edzett	1	edz	edz-ett	V-IND.PST.INDF.3.SG
közel	3	közel	közel	N.NOM.SG
szőke	3	szőke	szőke	N.NOM.SG
mert	782	mer	mer-t	V-IND.PST.INDF.3.SG
házikó	35	házikó	házikó	N.NOM.SG
érzi	1	érez	érez-i	V-IND.PRS.DEF.3.SG.i
jelentkező	1	jelentkező	jelentkező	N.NOM.SG
próbálni	2	próbál	próbál-ni	V-NFIN
felismerte	1	felismer	felismer-te	V-IND.PST.DEF.3.SG
indulás	8	indulás	indulás	N.NOM.SG
sokat	68	sok	sok-at	ADJ.SG-ACC
tenger	6	tenger	tenger	N.NOM.SG
állsz	1	áll	áll-sz	V-IND.PRS.INDF.2.SG.asz
micsodám	1	micsoda	micsoda-m	N.NOM-PSS1S.SG
kivettem	11	kivesz	kivesz-ttem	V-IND.PST.INDF.1.SG
sompolyog	1	sompolyog	sompolyog	V.IND.PRS.INDF.3.SG
ebédelt	3	ebédel	ebédel-t	V-IND.PST.INDF.3.SG
körbe	46	kör	kör-be	N.SG-IN+ALL
állt	1	áll	áll-t	V-IND.PST.INDF.3.SG
buszon	1	busz	busz-on	N.SG-ON+ESS
csináltok	14	csinál	csinál-tok	V-IND.PRS.INDF.2.PL
elszívok	1	elszív	elszív-ok	V-IND.PRS.INDF.1.SG
lábam	9	láb	láb-am	N.NOM-PSS1S.SG
tekercs	2	tekercs	tekercs	N.NOM.SG
fogott	2	fog	fog-ott	V-IND.PST.INDF.3.SG
lettél	4	lesz	lesz-ttél	V-IND.PST.INDF.2.SG
pocakod	2	pocak	pocak-od	N.NOM-PSS2S.SG
fekete	81	fekete	fekete	N.NOM.SG
tudtok	3	tud	tud-tok	V-IND.PRS.INDF.2.PL
simogatott	1	simogat	simogat-ott	V-IND.PST.INDF.3.SG
rajzoljon	2	rajzol	rajzol-jon	V-SBJV.PRS.INDF.3.SG
villamossal	5	villamos	villamos-val	N.SG-INST
telefonálok	13	telefonál	telefonál-ok	V-IND.PRS.INDF.1.SG
törölted	1	töröl	töröl-ted	V-IND.PST.DEF.2.SG
nagypapát	1	nagypapa	nagypapa-t	N.SG-ACC
játsszuk	5	játszik	játsz-juk	V-IND.PRS.DEF.1.PL
kenőccsel	3	kenőcs	kenőcs-vel	N.SG-INST
vége	46	vége	vége	N.NOM.SG
mondjátok	1	mond	mond-játok	V-IND.PRS.DEF.2.PL
töröljünk	1	töröl	töröl-jünk	V-SBJV.PRS.INDF.1.PL
jössz	89	jön	jön-sz	V-IND.PRS.INDF.2.SG.asz
megütne	1	megüt	megüt-ne	V-COND.PRS.INDF.3.SG
festek	4	fest	fest-ek	V-IND.PRS.INDF.1.SG
csinálsz	256	csinál	csinál-sz	V-IND.PRS.INDF.2.SG.asz
kifizette	1	kifizet	kifizet-te	V-IND.PST.DEF.3.SG
eltörve	3	eltör	eltör-ve	V-V.CVB
óra	36	óra	óra	N.NOM.SG
kössünk	1	köt	köt-jünk	V-SBJV.PRS.INDF.1.PL
pakolsz	2	pakol	pakol-sz	V-IND.PRS.INDF.2.SG.asz
rom	1	rom	rom	N.NOM.SG
olcsón	1	olcsó	olcsó-n	ADJ.SG-ON+ESS
bezár	1	bezár	bezár	V.IND.PRS.INDF.3.SG
felül	6	felül	felül	V.IND.PRS.INDF.3.SG
odaadta	3	odaad	odaad-ta	V-IND.PST.DEF.3.SG
puskád	14	puska	puska-d	N.NOM-PSS2S.SG
lövök	2	lő	lő-ök	V-IND.PRS.INDF.1.SG
lányoknak	1	lány	lány-ok-nak	N-PL-DAT.SG
katona	47	katona	katona	N.NOM.SG
beteget	1	beteg	beteg-et	N.SG-ACC
legjobban	3	legjobb	legjobb-ban	ADJ.SG-IN+ESS
csontja	2	csont	csont-ja	N.NOM-PSS3S.SG
felmegyek	2	felmegy	felmegy-ek	V-IND.PRS.INDF.1.SG
szádban	2	száj	száj-d-ban	N.SG-PSS2S-IN+ESS
szokta	12	szokik	szok-ta	V-IND.PST.DEF.3.SG
késő	5	késik	kés-ő	V-V.PTCP.PRS
tettük	3	tettük	tettük	N.NOM.SG
olvassa	1	olvas	olvas-ja	V-IND.PRS.DEF.3.SG
lukba	2	luk	luk-ba	N.SG-IN+ALL
szegénykém	2	szegényke	szegényke-m	N.NOM-PSS1S.SG
kitörik	1	kitör	kitör-ik	V-IND.PRS.DEF.3.PL.ik
kutyával	5	kutya	kutya-val	N.SG-INST
bab	8	bab	bab	N.NOM.SG
nagymama	21	nagymama	nagymama	N.NOM.SG
fussunk	3	fut	fut-junk	V-SBJV.PRS.INDF.1.PL
nekimentem	1	nekimegy	nekimegy-tem	V-IND.PST.INDF.1.SG
ugrálunk	1	ugrál	ugrál-unk	V-IND.PRS.INDF.1.PL
akar	45	akar	akar	V.IND.PRS.INDF.3.SG
kakával	1	kaka	kaka-val	N.SG-INST
felállt	1	feláll	feláll-t	V-IND.PST.INDF.3.SG
talált	2	talál	talál-t	V-IND.PST.INDF.3.SG
levesben	1	leves	leves-ben	N.SG-IN+ESS
eltört	14	eltör	eltör-t	V-IND.PST.INDF.3.SG
vigyázunk	1	vigyáz	vigyáz-unk	V-IND.PRS.INDF.1.PL
gőzös	2	gőzös	gőzös	N.NOM.SG
megmaradunk	1	megmarad	megmarad-unk	V-IND.PRS.INDF.1.PL
gombócot	14	gombóc	gombóc-ot	N.SG-ACC
halt	6	hal	hal-t	V-IND.PST.INDF.3.SG
bekapcsolod	3	bekapcsol	bekapcsol-od	V-IND.PRS.DEF.2.SG
lehető	1	lehető	lehető	ADJ.NOM.SG
gránátalma	4	gránátalma	gránátalma	N.NOM.SG
villa	15	villa	villa	N.NOM.SG
elrontjátok	1	elront	elront-játok	V-IND.PRS.DEF.2.PL
autója	7	autó	autó-ja	N.NOM-PSS3S.SG
fagylalt	11	fagylalt	fagylalt	N.NOM.SG
hallod	23	hall	hall-od	N.NOM-PSS2S.SG
óvodát	1	óvoda	óvoda-t	N.SG-ACC
énekeltük	2	énekel	énekel-tük	V-IND.PST.DEF.1.PL
békéscsaba	4	békéscsaba	békéscsaba	N.NOM.SG
gyomra	6	gyomor	gyomor-a	N.NOM-PSS3S.SG
beszélni	33	beszél	beszél-ni	V-NFIN
negyvenhat	1	negyvenhat	negyvenhat	N.NOM.SG
nyakába	2	nyak	nyak-a-ba	N.SG-PSS3S-IN+ALL
sírjon	6	sír	sír-jon	V-SBJV.PRS.INDF.3.SG
altassátok	1	altat	altat-játok	V-SBJV.PRS.DEF.2.PL
teríteni	1	terít	terít-eni	V-NFIN
fénykép	6	fénykép	fénykép	N.NOM.SG
kelt	2	kel	kel-t	N.SG-ACC
gól	6	gól	gól	N.NOM.SG
választ	1	válasz	válasz-t	N.SG-ACC
köszönd	4	köszön	köszön-d	V-SBJV.PRS.DEF.2.SG
törte	6	tör	tör-te	V-IND.PST.DEF.3.SG
szünet	1	szünet	szünet	N.NOM.SG
kettesben	1	kettes	kettes-ben	N.SG-IN+ESS
fárasztó	3	fáraszt	fáraszt-ó	V-V.PTCP.PRS
nyerít	1	nyerít	nyerít	V.IND.PRS.INDF.3.SG
féltél	3	fél	fél-tél	V-IND.PST.INDF.2.SG
összekeverte	3	összekever	összekever-te	V-IND.PST.DEF.3.SG
kanyarog	3	kanyarog	kanyarog	V.IND.PRS.INDF.3.SG
rontotta	5	ront	ront-otta	V-IND.PST.DEF.3.SG
versre	1	vers	vers-re	N.SG-ON+ALL
vitorlázó	1	vitorlázó	vitorlázó	N.NOM.SG
kavics	15	kavics	kavics	N.NOM.SG
elvesszenek	1	elveszt	elveszt-jenek	V-SBJV.PRS.INDF.3.PL
gondol	1	gondol	gondol	V.IND.PRS.INDF.3.SG
fiatalabb	1	fiatal	fiatal-abb	ADJ.NOM.SG-CMPR
kimegyek	12	kimegy	kimegy-ek	V-IND.PRS.INDF.1.SG
meglátja	2	meglát	meglát-ja	V-IND.PRS.DEF.3.SG
vonatnak	3	vonat	vonat-nak	N.SG-DAT.SG
felállítsuk	1	felállít	felállít-juk	V-SBJV.PRS.DEF.1.PL
nagypapával	2	nagypapa	nagypapa-val	N.SG-INST
tatok	1	tat	tat-ok	N.NOM-PL
ragasztva	5	ragaszt	ragaszt-va	V-V.CVB
négyen	1	négy	négy-en	N.SG-ON+ESS
vezetőnek	1	vezető	vezető-nek	N.SG-DAT.SG
kirakni	4	kirak	kirak-ni	V-NFIN
megyek	201	megy	megy-ek	V-IND.PRS.INDF.1.SG
engedi	14	enged	enged-i	V-IND.PRS.DEF.3.SG.i
felüljön	3	felül	felül-jön	V-SBJV.PRS.INDF.3.SG
motornak	1	motor	motor-nak	N.SG-DAT.SG
zsiráfok	2	zsiráf	zsiráf-ok	N.NOM-PL
búzát	1	búza	búza-t	N.SG-ACC
esti	3	esti	esti	ADJ.NOM.SG
mondunk	1	mond	mond-unk	V-IND.PRS.INDF.1.PL
székek	2	szék	szék-ek	N.NOM-PL
játéknak	2	játék	játék-nak	N.SG-DAT.SG
fehérrel	1	fehér	fehér-vel	N.SG-INST
lép	4	lép	lép	N.NOM.SG
összekapcsolom	1	összekapcsol	összekapcsol-om	V-IND.PRS.DEF.1.SG
állomásba	5	állomás	állomás-ba	N.SG-IN+ALL
legnagyobb	10	legnagyobb	legnagyobb	ADJ.NOM.SG
vastag	1	vastag	vastag	ADJ.NOM.SG
áldjon	1	áld	áld-jon	V-SBJV.PRS.INDF.3.SG
küldtél	1	küld	küld-tél	V-IND.PST.INDF.2.SG
pörgeti	1	pörget	pörget-i	V-IND.PRS.DEF.3.SG.i
rádiót	24	rádió	rádió-t	N.SG-ACC
kapd	5	kap	kap-d	V-SBJV.PRS.DEF.2.SG
hálózsákok	1	hálózsák	hálózsák-ok	N.NOM-PL
kosárba	11	kosár	kosár-ba	N.SG-IN+ALL
mikinél	1	miki	miki-nél	N.SG-AT+ESS
gáz	2	gáz	gáz	N.NOM.SG
rakjuk	44	rak	rak-juk	V-IND.PRS.DEF.1.PL
összekevered	2	összekever	összekever-ed	V-IND.PRS.DEF.2.SG
kekszet	10	keksz	keksz-et	N.SG-ACC
eltörik	14	eltör	eltör-ik	V-IND.PRS.DEF.3.PL.ik
foltok	1	folt	folt-ok	N.NOM-PL
bevinni	3	bevisz	bevisz-nni	V-NFIN
versenyautó	3	versenyautó	versenyautó	N.NOM.SG
futott	4	fut	fut-ott	V-IND.PST.INDF.3.SG
tejet	20	tej	tej-et	N.SG-ACC
táskát	9	táska	táska-t	N.SG-ACC
marad	37	marad	marad	V.IND.PRS.INDF.3.SG
tanári	1	tanári	tanári	N.NOM.SG
hajó	62	hajó	hajó	N.NOM.SG
vennétek	1	vesz	vesz-nétek	V-COND.PRS.INDF.2.PL
szádtól	1	száj	száj-d-tól	N.SG-PSS2S-AT+ABL
só	1	só	só	N.NOM.SG
eleje	2	eleje	eleje	N.NOM.SG
emberke	2	emberke	emberke	N.NOM.SG
rajzoljak	12	rajzol	rajzol-jak	V-SBJV.PRS.INDF.1.SG
tejes	2	tejes	tejes	ADJ.NOM.SG
bírja	3	bír	bír-ja	V-IND.PRS.DEF.3.SG
kupa	5	kupa	kupa	N.NOM.SG
szedjük	10	szed	szed-jük	V-IND.PRS.DEF.1.PL
káposztát	2	káposzta	káposzta-t	N.SG-ACC
lejárt	2	lejár	lejár-t	V-IND.PST.INDF.3.SG
hajók	5	hajó	hajó-k	N.NOM-PL
lelőni	3	lelő	lelő-ni	V-NFIN
falatot	7	falat	falat-ot	N.SG-ACC
hab	5	hab	hab	N.NOM.SG
akarsz	169	akar	akar-sz	V-IND.PRS.INDF.2.SG.asz
megmondani	2	megmond	megmond-ani	V-NFIN
talicskám	2	talicska	talicska-m	N.NOM-PSS1S.SG
engedem	7	enged	enged-em	V-IND.PRS.DEF.1.SG
beteszem	28	betesz	betesz-em	V-IND.PRS.DEF.1.SG
végén	4	vég	vég-e-n	N.SG-PSS3S-ON+ESS
szomorúnak	1	szomorú	szomorú-nak	ADJ.SG-DAT.SG
indulunk	14	indul	indul-unk	V-IND.PRS.INDF.1.PL
fáradt	24	fárad	fárad-t	V-IND.PST.INDF.3.SG
keverni	2	kever	kever-ni	V-NFIN
nagyot	2	nagy	nagy-ot	N.SG-ACC
kiveszek	1	kivesz	kivesz-ek	V-IND.PRS.INDF.1.SG
nagyok	6	nagy	nagy-ok	N.NOM-PL
patkánynak	2	patkány	patkány-nak	N.SG-DAT.SG
foltos	1	foltos	foltos	ADJ.NOM.SG
gyenge	3	gyenge	gyenge	N.NOM.SG
salátát	9	saláta	saláta-t	N.SG-ACC
szégyent	1	szégyen	szégyen-t	N.SG-ACC
csomagold	1	csomagol	csomagol-d	V-SBJV.PRS.DEF.2.SG
ugrunk	1	ugrik	ugr-unk	V-IND.PRS.INDF.1.PL
igazad	8	igaz	igaz-ad	N.NOM-PSS2S.SG
mutasd	172	mutat	mutat-d	V-SBJV.PRS.DEF.2.SG
ígér	4	ígér	ígér	V.IND.PRS.INDF.3.SG
elkezdett	1	elkezd	elkezd-ett	V-IND.PST.INDF.3.SG
lenne	33	lesz	lesz-ne	V-COND.PRS.INDF.3.SG
dobáljuk	4	dobál	dobál-juk	V-IND.PRS.DEF.1.PL
édesre	1	édes	édes-re	ADJ.SG-ON+ALL
fantasztikus	2	fantasztikus	fantasztikus	ADJ.NOM.SG
szólhat	1	szól	szól-hat	V-POT
kopasz	4	kopasz	kopasz	ADJ.NOM.SG
kancsók	1	kancsó	kancsó-k	N.NOM-PL
bagoly	1	bagoly	bagoly	N.NOM.SG
magasabb	3	magas	magas-abb	ADJ.NOM.SG-CMPR
sálat	3	sál	sál-at	N.SG-ACC
krétát	1	kréta	kréta-t	N.SG-ACC
könyvvel	2	könyv	könyv-vel	N.SG-INST
párnát	20	párna	párna-t	N.SG-ACC
csinálni	111	csinál	csinál-ni	V-NFIN
délelőtt	3	délelőtt	délelőtt	N.NOM.SG
paprikát	6	paprika	paprika-t	N.SG-ACC
sütni	1	süt	süt-ni	V-NFIN
mozdul	1	mozdul	mozdul	V.IND.PRS.INDF.3.SG
papírra	7	papír	papír-ra	N.SG-ON+ALL
író	1	író	író	N.NOM.SG
elveszed	8	elvesz	elvesz-ed	V-IND.PRS.DEF.2.SG
étvágya	1	étvágy	étvágy-a	N.NOM-PSS3S.SG
hallgassátok	1	hallgat	hallgat-játok	V-SBJV.PRS.DEF.2.PL
honvágy	1	honvágy	honvágy	N.NOM.SG
üvegbe	2	üveg	üveg-be	N.SG-IN+ALL
házban	19	ház	ház-ban	N.SG-IN+ESS
karácsonyfát	1	karácsonyfa	karácsonyfa-t	N.SG-ACC
pipám	10	pipa	pipa-m	N.NOM-PSS1S.SG
vajon	13	vaj	vaj-on	N.SG-ON+ESS
köszönés	1	köszönés	köszönés	N.NOM.SG
becsukja	6	becsuk	becsuk-ja	V-IND.PRS.DEF.3.SG
megállt	5	megáll	megáll-t	V-IND.PST.INDF.3.SG
cumira	1	cumi	cumi-ra	N.SG-ON+ALL
kéket	26	kék	kék-et	N.SG-ACC
tojásból	1	tojás	tojás-ból	N.SG-IN+ABL
fonom	1	fon	fon-om	V-IND.PRS.DEF.1.SG
betörővel	1	betörő	betörő-vel	N.SG-INST
kast	1	kas	kas-t	N.SG-ACC
kikapcsol	1	kikapcsol	kikapcsol	V.IND.PRS.INDF.3.SG
haragudjatok	1	haragszik	haragud-jatok	V-SBJV.PRS.INDF.2.PL
felvegyem	1	felvesz	felvesz-jem	V-SBJV.PRS.DEF.1.SG
székbe	2	szék	szék-be	N.SG-IN+ALL
tévedés	1	tévedés	tévedés	N.NOM.SG
köti	14	köt	köt-i	V-IND.PRS.DEF.3.SG.i
kenyeret	30	kenyér	kenyér-et	N.SG-ACC
folytatódhat	1	folytatódik	folytatód-hat	V-POT
vízre	1	víz	víz-re	N.SG-ON+ALL
titkos	1	titkos	titkos	ADJ.NOM.SG
mondat	1	mondat	mondat	N.NOM.SG
kenguru	2	kenguru	kenguru	N.NOM.SG
verekedünk	8	verekedik	vereked-ünk	V-IND.PRS.INDF.1.PL
ül	125	ül	ül	V.IND.PRS.INDF.3.SG
sínen	4	sín	sín-en	N.SG-ON+ESS
csukd	38	csuk	csuk-d	V-SBJV.PRS.DEF.2.SG
odaadtam	5	odaad	odaad-tam	V-IND.PST.INDF.1.SG
zolinál	2	zoli	zoli-nál	N.SG-AT+ESS
ágyba	36	ágy	ágy-ba	N.SG-IN+ALL
szólj	6	szól	szól-j	V-SBJV.PRS.INDF.2.SG
engedj	4	enged	enged-j	V-SBJV.PRS.INDF.2.SG
térdem	9	térd	térd-em	N.NOM-PSS1S.SG
ege	2	ég	ég-e	N.NOM-PSS3S.SG
átmegyünk	4	átmegy	átmegy-ünk	V-IND.PRS.INDF.1.PL
mutatott	1	mutat	mutat-ott	V-IND.PST.INDF.3.SG
kapuja	1	kapu	kapu-ja	N.NOM-PSS3S.SG
kapcsoljam	1	kapcsol	kapcsol-jam	V-SBJV.PRS.DEF.1.SG
hagyni	4	hagy	hagy-ni	V-NFIN
állnia	1	áll	áll-nia	V-NFIN.3.SG
simogassuk	3	simogat	simogat-juk	V-SBJV.PRS.DEF.1.PL
patkánnyal	1	patkány	patkány-val	N.SG-INST
pap	3	pap	pap	N.NOM.SG
cicám	1	cica	cica-m	N.NOM-PSS1S.SG
kádba	3	kád	kád-ba	N.SG-IN+ALL
látlak	4	lát	lát-lak	V-IND.PRS.LGSPEC1.1.SG
hajamat	3	haj	haj-am-at	N.SG-PSS1S-ACC
találtál	4	talál	talál-tál	V-IND.PST.INDF.2.SG
fölösleges	1	fölösleges	fölösleges	ADJ.NOM.SG
tojás	20	tojás	tojás	N.NOM.SG
